"replicate" "day" "dilution" "initial_density" "value" "extinction"
"rep_1" 6 500 "dens_3" 1.4972692 FALSE
"rep_2" 6 500 "dens_3" 1.559863 FALSE
"rep_3" 6 500 "dens_3" 1.5758391 FALSE
"rep_4" 6 500 "dens_3" 1.5919507 FALSE
"rep_5" 6 500 "dens_3" 1.5689758 FALSE
"rep_6" 6 500 "dens_3" 1.6245895 FALSE
"rep_7" 6 500 "dens_3" 1.6128683 FALSE
"rep_8" 6 500 "dens_3" 1.5216143 FALSE
"rep_1" 6 750 "dens_3" 1.4754047 FALSE
"rep_2" 6 750 "dens_3" 1.4430727 FALSE
"rep_3" 6 750 "dens_3" 1.5530571 FALSE
"rep_4" 6 750 "dens_3" 1.5530571 FALSE
"rep_5" 6 750 "dens_3" 1.523843 FALSE
"rep_6" 6 750 "dens_3" 1.5666935 FALSE
"rep_7" 6 750 "dens_3" 1.4473519 FALSE
"rep_8" 6 750 "dens_3" 1.4688941 FALSE
"rep_1" 6 1000 "dens_3" 1.1763174 FALSE
"rep_2" 6 1000 "dens_3" 1.3330474 FALSE
"rep_3" 6 1000 "dens_3" 1.3614971 FALSE
"rep_4" 6 1000 "dens_3" 1.3635456 FALSE
"rep_5" 6 1000 "dens_3" 1.3820824 FALSE
"rep_6" 6 1000 "dens_3" 1.3800138 FALSE
"rep_7" 6 1000 "dens_3" 1.3553648 FALSE
"rep_8" 6 1000 "dens_3" 1.3512875 FALSE
"rep_1" 6 1133 "dens_3" 1.2100461 FALSE
"rep_2" 6 1133 "dens_3" 1.2024989 FALSE
"rep_3" 6 1133 "dens_3" 1.2990644 FALSE
"rep_4" 6 1133 "dens_3" 1.2366998 FALSE
"rep_5" 6 1133 "dens_3" 1.2911559 FALSE
"rep_6" 6 1133 "dens_3" 1.2754371 FALSE
"rep_7" 6 1133 "dens_3" 1.2290462 FALSE
"rep_8" 6 1133 "dens_3" 1.2424603 FALSE
"rep_1" 6 1266 "dens_3" 0.84950864 FALSE
"rep_2" 6 1266 "dens_3" 0.98059509 FALSE
"rep_3" 6 1266 "dens_3" 1.0627701 FALSE
"rep_4" 6 1266 "dens_3" 1.1670536 FALSE
"rep_5" 6 1266 "dens_3" 1.145003 FALSE
"rep_6" 6 1266 "dens_3" 1.0627701 FALSE
"rep_7" 6 1266 "dens_3" 1.1818974 FALSE
"rep_8" 6 1266 "dens_3" 1.1818974 FALSE
"rep_1" 6 1400 "dens_3" 0.70212465 FALSE
"rep_2" 6 1400 "dens_3" 0.71665072 FALSE
"rep_3" 6 1400 "dens_3" 0.7879648 FALSE
"rep_4" 6 1400 "dens_3" 0.8890111 FALSE
"rep_5" 6 1400 "dens_3" 0.85263879 FALSE
"rep_6" 6 1400 "dens_3" 0.93588715 FALSE
"rep_7" 6 1400 "dens_3" 0.93588715 FALSE
"rep_8" 6 1400 "dens_3" 0.87628073 FALSE
"rep_1" 6 1600 "dens_3" 0.35161809 FALSE
"rep_2" 6 1600 "dens_3" 0.65214056 FALSE
"rep_3" 6 1600 "dens_3" 0.63949726 FALSE
"rep_4" 6 1600 "dens_3" 0.6748274 FALSE
"rep_5" 6 1600 "dens_3" 0.9244659 FALSE
"rep_6" 6 1600 "dens_3" 0.74455999 FALSE
"rep_7" 6 1600 "dens_3" 0.80774872 FALSE
"rep_8" 6 1600 "dens_3" 0.83238439 FALSE
"rep_1" 7 250 "dens_3" 1.7062709 FALSE
"rep_2" 7 250 "dens_3" 1.7686533 FALSE
"rep_3" 7 250 "dens_3" 1.743454 FALSE
"rep_4" 7 250 "dens_3" 1.7890562 FALSE
"rep_5" 7 250 "dens_3" 1.7967641 FALSE
"rep_6" 7 250 "dens_3" 1.7839349 FALSE
"rep_7" 7 250 "dens_3" 1.738454 FALSE
"rep_8" 7 250 "dens_3" 1.7610584 FALSE
"rep_1" 7 500 "dens_3" 1.5193881 FALSE
"rep_2" 7 500 "dens_3" 1.6269424 FALSE
"rep_3" 7 500 "dens_3" 1.6105327 FALSE
"rep_4" 7 500 "dens_3" 1.6482511 FALSE
"rep_5" 7 500 "dens_3" 1.6316571 FALSE
"rep_6" 7 500 "dens_3" 1.6316571 FALSE
"rep_7" 7 500 "dens_3" 1.5919507 FALSE
"rep_8" 7 500 "dens_3" 1.4008017 FALSE
"rep_1" 7 750 "dens_3" 1.3149807 FALSE
"rep_2" 7 750 "dens_3" 1.4302923 FALSE
"rep_3" 7 750 "dens_3" 1.4260513 FALSE
"rep_4" 7 750 "dens_3" 1.4624058 FALSE
"rep_5" 7 750 "dens_3" 1.4260513 FALSE
"rep_6" 7 750 "dens_3" 1.4602479 FALSE
"rep_7" 7 750 "dens_3" 1.453789 FALSE
"rep_8" 7 750 "dens_3" 1.4218196 FALSE
"rep_1" 7 1000 "dens_3" 1.0732964 FALSE
"rep_2" 7 1000 "dens_3" 1.2214233 FALSE
"rep_3" 7 1000 "dens_3" 1.2734814 FALSE
"rep_4" 7 1000 "dens_3" 1.2405382 FALSE
"rep_5" 7 1000 "dens_3" 1.3189807 FALSE
"rep_6" 7 1000 "dens_3" 1.2773949 FALSE
"rep_7" 7 1000 "dens_3" 1.3050174 FALSE
"rep_8" 7 1000 "dens_3" 1.2734814 FALSE
"rep_1" 7 1133 "dens_3" 1.0575287 FALSE
"rep_2" 7 1133 "dens_3" 1.2006168 FALSE
"rep_3" 7 1133 "dens_3" 1.2347835 FALSE
"rep_4" 7 1133 "dens_3" 1.3089964 FALSE
"rep_5" 7 1133 "dens_3" 1.2405382 FALSE
"rep_6" 7 1133 "dens_3" 1.1395301 FALSE
"rep_7" 7 1133 "dens_3" 1.1670536 FALSE
"rep_8" 7 1133 "dens_3" 1.2176233 FALSE
"rep_1" 7 1266 "dens_3" 0.76688693 FALSE
"rep_2" 7 1266 "dens_3" 0.93425133 FALSE
"rep_3" 7 1266 "dens_3" 0.95397469 FALSE
"rep_4" 7 1266 "dens_3" 1.1322574 FALSE
"rep_5" 7 1266 "dens_3" 0.99067469 FALSE
"rep_6" 7 1266 "dens_3" 0.96557525 FALSE
"rep_7" 7 1266 "dens_3" 1.0453547 FALSE
"rep_8" 7 1266 "dens_3" 1.1726064 FALSE
"rep_1" 7 1400 "dens_3" 0.61446029 FALSE
"rep_2" 7 1400 "dens_3" 0.71228123 FALSE
"rep_3" 7 1400 "dens_3" 0.75643503 FALSE
"rep_4" 7 1400 "dens_3" 0.8699474 FALSE
"rep_5" 7 1400 "dens_3" 0.82310854 FALSE
"rep_6" 7 1400 "dens_3" 0.95397469 FALSE
"rep_7" 7 1400 "dens_3" 0.7638948 FALSE
"rep_8" 7 1400 "dens_3" 0.7909951 FALSE
"rep_1" 7 1600 "dens_3" 0.24743431 FALSE
"rep_2" 7 1600 "dens_3" 0.53463367 FALSE
"rep_3" 7 1600 "dens_3" 0.49659305 FALSE
"rep_4" 7 1600 "dens_3" 0.63669903 FALSE
"rep_5" 7 1600 "dens_3" 0.80011512 FALSE
"rep_6" 7 1600 "dens_3" 0.56266369 FALSE
"rep_7" 7 1600 "dens_3" 0.64089792 FALSE
"rep_8" 7 1600 "dens_3" 0.68627321 FALSE
"rep_1" 1 250 "dens_4" 1.4841203 FALSE
"rep_2" 1 250 "dens_4" 1.4950714 FALSE
"rep_3" 1 250 "dens_4" 1.4797575 FALSE
"rep_4" 1 250 "dens_4" 1.4667289 FALSE
"rep_5" 1 250 "dens_4" 1.4366718 FALSE
"rep_6" 1 250 "dens_4" 1.4580925 FALSE
"rep_7" 1 250 "dens_4" 1.4070827 FALSE
"rep_8" 1 250 "dens_4" 1.4049868 FALSE
"rep_1" 1 500 "dens_4" 1.4197074 FALSE
"rep_2" 1 500 "dens_4" 1.4819377 FALSE
"rep_3" 1 500 "dens_4" 1.4797575 FALSE
"rep_4" 1 500 "dens_4" 1.4775799 FALSE
"rep_5" 1 500 "dens_4" 1.4906834 FALSE
"rep_6" 1 500 "dens_4" 1.4884932 FALSE
"rep_7" 1 500 "dens_4" 1.4645661 FALSE
"rep_8" 1 500 "dens_4" 1.3966259 FALSE
"rep_1" 1 750 "dens_4" 1.4884932 FALSE
"rep_2" 1 750 "dens_4" 1.345188 FALSE
"rep_3" 1 750 "dens_4" 1.523843 FALSE
"rep_4" 1 750 "dens_4" 1.5621371 FALSE
"rep_5" 1 750 "dens_4" 1.5327842 FALSE
"rep_6" 1 750 "dens_4" 1.5216143 FALSE
"rep_7" 1 750 "dens_4" 1.5038779 FALSE
"rep_8" 1 750 "dens_4" 1.4797575 FALSE
"rep_1" 1 1000 "dens_4" 1.4580925 FALSE
"rep_2" 1 1000 "dens_4" 1.4710618 FALSE
"rep_3" 1 1000 "dens_4" 1.4994695 FALSE
"rep_4" 1 1000 "dens_4" 1.5105096 FALSE
"rep_5" 1 1000 "dens_4" 1.4950714 FALSE
"rep_6" 1 1000 "dens_4" 1.5038779 FALSE
"rep_7" 1 1000 "dens_4" 1.4950714 FALSE
"rep_8" 1 1000 "dens_4" 1.4452111 FALSE
"rep_1" 1 1133 "dens_4" 1.29313 FALSE
"rep_2" 1 1133 "dens_4" 1.3512875 FALSE
"rep_3" 1 1133 "dens_4" 1.017818 FALSE
"rep_4" 1 1133 "dens_4" 0.99573462 FALSE
"rep_5" 1 1133 "dens_4" 0.96723827 FALSE
"rep_6" 1 1133 "dens_4" 0.87786737 FALSE
"rep_7" 1 1133 "dens_4" 1.3758833 FALSE
"rep_8" 1 1133 "dens_4" 1.3350654 FALSE
"rep_1" 1 1266 "dens_4" 1.6411216 FALSE
"rep_2" 1 1266 "dens_4" 1.6746237 FALSE
"rep_3" 1 1266 "dens_4" 1.6818803 FALSE
"rep_4" 1 1266 "dens_4" 1.7136495 FALSE
"rep_5" 1 1266 "dens_4" 1.6843053 FALSE
"rep_6" 1 1266 "dens_4" 1.7087272 FALSE
"rep_7" 1 1266 "dens_4" 1.6601933 FALSE
"rep_8" 1 1266 "dens_4" 1.6458716 FALSE
"rep_1" 1 1400 "dens_4" 1.5988977 FALSE
"rep_2" 1 1400 "dens_4" 1.653019 FALSE
"rep_3" 1 1400 "dens_4" 1.6458716 FALSE
"rep_4" 1 1400 "dens_4" 1.6818803 FALSE
"rep_5" 1 1400 "dens_4" 1.6601933 FALSE
"rep_6" 1 1400 "dens_4" 1.672211 FALSE
"rep_7" 1 1400 "dens_4" 1.6411216 FALSE
"rep_8" 1 1400 "dens_4" 1.5666935 FALSE
"rep_1" 1 1600 "dens_4" 1.6577988 FALSE
"rep_2" 1 1600 "dens_4" 1.696477 FALSE
"rep_3" 1 1600 "dens_4" 1.672211 FALSE
"rep_4" 1 1600 "dens_4" 1.6387511 FALSE
"rep_5" 1 1600 "dens_4" 1.7087272 FALSE
"rep_6" 1 1600 "dens_4" 1.7038177 FALSE
"rep_7" 1 1600 "dens_4" 1.6867334 FALSE
"rep_8" 1 1600 "dens_4" 1.6340188 FALSE
"rep_1" 2 250 "dens_4" 1.8019202 FALSE
"rep_2" 2 250 "dens_4" 1.8809885 FALSE
"rep_3" 2 250 "dens_4" 1.8890793 FALSE
"rep_4" 2 250 "dens_4" 1.9080931 FALSE
"rep_5" 2 250 "dens_4" 1.8756136 FALSE
"rep_6" 2 250 "dens_4" 1.8252971 FALSE
"rep_7" 2 250 "dens_4" 1.8279124 FALSE
"rep_8" 2 250 "dens_4" 1.7839349 FALSE
"rep_1" 2 500 "dens_4" 1.6458716 FALSE
"rep_2" 2 500 "dens_4" 1.7161154 FALSE
"rep_3" 2 500 "dens_4" 1.7235325 FALSE
"rep_4" 2 500 "dens_4" 1.7235325 FALSE
"rep_5" 2 500 "dens_4" 1.7013676 FALSE
"rep_6" 2 500 "dens_4" 1.7013676 FALSE
"rep_7" 2 500 "dens_4" 1.6818803 FALSE
"rep_8" 2 500 "dens_4" 1.6152068 FALSE
"rep_1" 2 750 "dens_4" 1.5038779 FALSE
"rep_2" 2 750 "dens_4" 1.6035431 FALSE
"rep_3" 2 750 "dens_4" 1.5644139 FALSE
"rep_4" 2 750 "dens_4" 1.6152068 FALSE
"rep_5" 2 750 "dens_4" 1.5440202 FALSE
"rep_6" 2 750 "dens_4" 1.5507938 FALSE
"rep_7" 2 750 "dens_4" 1.5507938 FALSE
"rep_8" 2 750 "dens_4" 1.5283083 FALSE
"rep_1" 2 1000 "dens_4" 1.2366998 FALSE
"rep_2" 2 1000 "dens_4" 1.3350654 FALSE
"rep_3" 2 1000 "dens_4" 1.289184 FALSE
"rep_4" 2 1000 "dens_4" 1.2676262 FALSE
"rep_5" 2 1000 "dens_4" 1.1707537 FALSE
"rep_6" 2 1000 "dens_4" 1.4112816 FALSE
"rep_7" 2 1000 "dens_4" 1.174461 FALSE
"rep_8" 2 1000 "dens_4" 1.1559963 FALSE
"rep_1" 2 1133 "dens_4" 1.1088115 FALSE
"rep_2" 2 1133 "dens_4" 1.1541597 FALSE
"rep_3" 2 1133 "dens_4" 1.295106 FALSE
"rep_4" 2 1133 "dens_4" 1.2598473 FALSE
"rep_5" 2 1133 "dens_4" 1.2521001 FALSE
"rep_6" 2 1133 "dens_4" 1.3350654 FALSE
"rep_7" 2 1133 "dens_4" 1.1856265 FALSE
"rep_8" 2 1133 "dens_4" 1.2233262 FALSE
"rep_1" 2 1266 "dens_4" 0.97390495 FALSE
"rep_2" 2 1266 "dens_4" 1.1123998 FALSE
"rep_3" 2 1266 "dens_4" 1.143177 FALSE
"rep_4" 2 1266 "dens_4" 1.261789 FALSE
"rep_5" 2 1266 "dens_4" 1.0627701 FALSE
"rep_6" 2 1266 "dens_4" 1.143177 FALSE
"rep_7" 2 1266 "dens_4" 1.1596749 FALSE
"rep_8" 2 1266 "dens_4" 1.1652062 FALSE
"rep_1" 2 1400 "dens_4" 0.92772212 FALSE
"rep_2" 2 1400 "dens_4" 1.0246649 FALSE
"rep_3" 2 1400 "dens_4" 1.0315365 FALSE
"rep_4" 2 1400 "dens_4" 1.0645204 FALSE
"rep_5" 2 1400 "dens_4" 0.95893769 FALSE
"rep_6" 2 1400 "dens_4" 0.96890275 FALSE
"rep_7" 2 1400 "dens_4" 1.0298162 FALSE
"rep_8" 2 1400 "dens_4" 1.0229508 FALSE
"rep_1" 2 1600 "dens_4" 0.83238439 FALSE
"rep_2" 2 1600 "dens_4" 0.90988161 FALSE
"rep_3" 2 1600 "dens_4" 0.97892035 FALSE
"rep_4" 2 1600 "dens_4" 1.0575287 FALSE
"rep_5" 2 1600 "dens_4" 1.0401611 FALSE
"rep_6" 2 1600 "dens_4" 1.0349816 FALSE
"rep_7" 2 1600 "dens_4" 0.94408742 FALSE
"rep_8" 2 1600 "dens_4" 1.0109957 FALSE
"rep_1" 3 250 "dens_4" 1.6411216 FALSE
"rep_2" 3 250 "dens_4" 1.6746237 FALSE
"rep_3" 3 250 "dens_4" 1.7484672 FALSE
"rep_4" 3 250 "dens_4" 1.6625908 FALSE
"rep_5" 3 250 "dens_4" 1.5896406 FALSE
"rep_6" 3 250 "dens_4" 1.6891646 FALSE
"rep_7" 3 250 "dens_4" 1.5965792 FALSE
"rep_8" 3 250 "dens_4" 1.6746237 FALSE
"rep_1" 3 500 "dens_4" 1.453789 FALSE
"rep_2" 3 500 "dens_4" 1.5644139 FALSE
"rep_3" 3 500 "dens_4" 1.6222395 FALSE
"rep_4" 3 500 "dens_4" 1.6434951 FALSE
"rep_5" 3 500 "dens_4" 1.6222395 FALSE
"rep_6" 3 500 "dens_4" 1.6458716 FALSE
"rep_7" 3 500 "dens_4" 1.6082 FALSE
"rep_8" 3 500 "dens_4" 1.5804285 FALSE
"rep_1" 3 750 "dens_4" 1.4239343 FALSE
"rep_2" 3 750 "dens_4" 1.4710618 FALSE
"rep_3" 3 750 "dens_4" 1.4819377 FALSE
"rep_4" 3 750 "dens_4" 1.5127254 FALSE
"rep_5" 3 750 "dens_4" 1.5216143 FALSE
"rep_6" 3 750 "dens_4" 1.5350261 FALSE
"rep_7" 3 750 "dens_4" 1.559863 FALSE
"rep_8" 3 750 "dens_4" 1.4775799 FALSE
"rep_1" 3 1000 "dens_4" 1.295106 FALSE
"rep_2" 3 1000 "dens_4" 1.3800138 FALSE
"rep_3" 3 1000 "dens_4" 1.3697045 FALSE
"rep_4" 3 1000 "dens_4" 1.4028931 FALSE
"rep_5" 3 1000 "dens_4" 1.3070059 FALSE
"rep_6" 3 1000 "dens_4" 1.4710618 FALSE
"rep_7" 3 1000 "dens_4" 1.3779474 FALSE
"rep_8" 3 1000 "dens_4" 1.345188 FALSE
"rep_1" 3 1133 "dens_4" 1.2062687 FALSE
"rep_2" 3 1133 "dens_4" 1.2309567 FALSE
"rep_3" 3 1133 "dens_4" 1.174461 FALSE
"rep_4" 3 1133 "dens_4" 1.3945414 FALSE
"rep_5" 3 1133 "dens_4" 1.2715277 FALSE
"rep_6" 3 1133 "dens_4" 1.453789 FALSE
"rep_7" 3 1133 "dens_4" 1.2832803 FALSE
"rep_8" 3 1133 "dens_4" 1.3697045 FALSE
"rep_1" 3 1266 "dens_4" 1.0963055 FALSE
"rep_2" 3 1266 "dens_4" 1.2328692 FALSE
"rep_3" 3 1266 "dens_4" 1.3109891 FALSE
"rep_4" 3 1266 "dens_4" 1.4112816 FALSE
"rep_5" 3 1266 "dens_4" 1.3109891 FALSE
"rep_6" 3 1266 "dens_4" 1.3945414 FALSE
"rep_7" 3 1266 "dens_4" 1.3109891 FALSE
"rep_8" 3 1266 "dens_4" 1.3089964 FALSE
"rep_1" 3 1400 "dens_4" 0.93916301 FALSE
"rep_2" 3 1400 "dens_4" 1.1195967 FALSE
"rep_3" 3 1400 "dens_4" 1.2043829 FALSE
"rep_4" 3 1400 "dens_4" 1.145003 FALSE
"rep_5" 3 1400 "dens_4" 1.1088115 FALSE
"rep_6" 3 1400 "dens_4" 1.1763174 FALSE
"rep_7" 3 1400 "dens_4" 1.2328692 FALSE
"rep_8" 3 1400 "dens_4" 1.1837611 FALSE
"rep_1" 3 1600 "dens_4" 0.68197295 FALSE
"rep_2" 3 1600 "dens_4" 0.86521121 FALSE
"rep_3" 3 1600 "dens_4" 1.071538 FALSE
"rep_4" 3 1600 "dens_4" 1.0838814 FALSE
"rep_5" 3 1600 "dens_4" 1.0470891 FALSE
"rep_6" 3 1600 "dens_4" 1.1504917 FALSE
"rep_7" 3 1600 "dens_4" 0.98730888 FALSE
"rep_8" 3 1600 "dens_4" 1.3209839 FALSE
"rep_1" 4 250 "dens_4" 1.6940364 FALSE
"rep_2" 4 250 "dens_4" 1.745959 FALSE
"rep_3" 4 250 "dens_4" 1.7737336 FALSE
"rep_4" 4 250 "dens_4" 1.8200773 FALSE
"rep_5" 4 250 "dens_4" 1.7839349 FALSE
"rep_6" 4 250 "dens_4" 1.8070903 FALSE
"rep_7" 4 250 "dens_4" 1.735959 FALSE
"rep_8" 4 250 "dens_4" 1.738454 FALSE
"rep_1" 4 500 "dens_4" 1.5689758 FALSE
"rep_2" 4 500 "dens_4" 1.5919507 FALSE
"rep_3" 4 500 "dens_4" 1.6035431 FALSE
"rep_4" 4 500 "dens_4" 1.6625908 FALSE
"rep_5" 4 500 "dens_4" 1.5919507 FALSE
"rep_6" 4 500 "dens_4" 1.6082 FALSE
"rep_7" 4 500 "dens_4" 1.5919507 FALSE
"rep_8" 4 500 "dens_4" 1.5758391 FALSE
"rep_1" 4 750 "dens_4" 1.4580925 FALSE
"rep_2" 4 750 "dens_4" 1.5260744 FALSE
"rep_3" 4 750 "dens_4" 1.5621371 FALSE
"rep_4" 4 750 "dens_4" 1.5689758 FALSE
"rep_5" 4 750 "dens_4" 1.5440202 FALSE
"rep_6" 4 750 "dens_4" 1.530545 FALSE
"rep_7" 4 750 "dens_4" 1.5016724 FALSE
"rep_8" 4 750 "dens_4" 1.5149437 FALSE
"rep_1" 4 1000 "dens_4" 1.3070059 FALSE
"rep_2" 4 1000 "dens_4" 1.4197074 FALSE
"rep_3" 4 1000 "dens_4" 1.4197074 FALSE
"rep_4" 4 1000 "dens_4" 1.4302923 FALSE
"rep_5" 4 1000 "dens_4" 1.4239343 FALSE
"rep_6" 4 1000 "dens_4" 1.4154898 FALSE
"rep_7" 4 1000 "dens_4" 1.3655964 FALSE
"rep_8" 4 1000 "dens_4" 1.3697045 FALSE
"rep_1" 4 1133 "dens_4" 1.2501682 FALSE
"rep_2" 4 1133 "dens_4" 1.1931069 FALSE
"rep_3" 4 1133 "dens_4" 1.2813164 FALSE
"rep_4" 4 1133 "dens_4" 1.225231 FALSE
"rep_5" 4 1133 "dens_4" 1.1763174 FALSE
"rep_6" 4 1133 "dens_4" 1.1559963 FALSE
"rep_7" 4 1133 "dens_4" 1.189363 FALSE
"rep_8" 4 1133 "dens_4" 1.2559697 FALSE
"rep_1" 4 1266 "dens_4" 0.82619546 FALSE
"rep_2" 4 1266 "dens_4" 1.0627701 FALSE
"rep_3" 4 1266 "dens_4" 1.134073 FALSE
"rep_4" 4 1266 "dens_4" 1.2043829 FALSE
"rep_5" 4 1266 "dens_4" 1.1106048 FALSE
"rep_6" 4 1266 "dens_4" 1.1689027 FALSE
"rep_7" 4 1266 "dens_4" 1.1070199 FALSE
"rep_8" 4 1266 "dens_4" 1.1689027 FALSE
"rep_1" 4 1400 "dens_4" 0.83083527 FALSE
"rep_2" 4 1400 "dens_4" 0.90343546 FALSE
"rep_3" 4 1400 "dens_4" 1.2233262 FALSE
"rep_4" 4 1400 "dens_4" 1.1268211 FALSE
"rep_5" 4 1400 "dens_4" 1.0963055 FALSE
"rep_6" 4 1400 "dens_4" 1.1615169 FALSE
"rep_7" 4 1400 "dens_4" 1.1578347 FALSE
"rep_8" 4 1400 "dens_4" 1.1707537 FALSE
"rep_1" 4 1600 "dens_4" 0.51355163 FALSE
"rep_2" 4 1600 "dens_4" 0.62693754 FALSE
"rep_3" 4 1600 "dens_4" 0.82928741 FALSE
"rep_4" 4 1600 "dens_4" 0.76090738 FALSE
"rep_5" 4 1600 "dens_4" 0.87311143 FALSE
"rep_6" 4 1600 "dens_4" 1.0041979 FALSE
"rep_7" 4 1600 "dens_4" 0.89060841 FALSE
"rep_8" 4 1600 "dens_4" 0.98394902 FALSE
"rep_1" 5 250 "dens_4" 1.8148718 FALSE
"rep_2" 5 250 "dens_4" 1.9355899 FALSE
"rep_3" 5 250 "dens_4" 1.9439172 FALSE
"rep_4" 5 250 "dens_4" 1.9300586 FALSE
"rep_5" 5 250 "dens_4" 1.8756136 FALSE
"rep_6" 5 250 "dens_4" 1.9080931 FALSE
"rep_7" 5 250 "dens_4" 1.8595798 FALSE
"rep_8" 5 250 "dens_4" 1.7737336 FALSE
"rep_1" 5 500 "dens_4" 1.5781324 FALSE
"rep_2" 5 500 "dens_4" 1.8070903 FALSE
"rep_3" 5 500 "dens_4" 1.7762788 FALSE
"rep_4" 5 500 "dens_4" 1.8305313 FALSE
"rep_5" 5 500 "dens_4" 1.8122744 FALSE
"rep_6" 5 500 "dens_4" 1.7409524 FALSE
"rep_7" 5 500 "dens_4" 1.7635867 FALSE
"rep_8" 5 500 "dens_4" 1.7409524 FALSE
"rep_1" 5 750 "dens_4" 1.5372706 FALSE
"rep_2" 5 750 "dens_4" 1.6269424 FALSE
"rep_3" 5 750 "dens_4" 1.6482511 FALSE
"rep_4" 5 750 "dens_4" 1.6292983 FALSE
"rep_5" 5 750 "dens_4" 1.6105327 FALSE
"rep_6" 5 750 "dens_4" 1.6269424 FALSE
"rep_7" 5 750 "dens_4" 1.5827273 FALSE
"rep_8" 5 750 "dens_4" 1.5395178 FALSE
"rep_1" 5 1000 "dens_4" 1.4281706 FALSE
"rep_2" 5 1000 "dens_4" 1.4645661 FALSE
"rep_3" 5 1000 "dens_4" 1.5395178 FALSE
"rep_4" 5 1000 "dens_4" 1.5440202 FALSE
"rep_5" 5 1000 "dens_4" 1.5621371 FALSE
"rep_6" 5 1000 "dens_4" 1.5105096 FALSE
"rep_7" 5 1000 "dens_4" 1.4754047 FALSE
"rep_8" 5 1000 "dens_4" 1.5105096 FALSE
"rep_1" 5 1133 "dens_4" 1.2119375 FALSE
"rep_2" 5 1133 "dens_4" 1.2637328 FALSE
"rep_3" 5 1133 "dens_4" 1.3249965 FALSE
"rep_4" 5 1133 "dens_4" 1.289184 FALSE
"rep_5" 5 1133 "dens_4" 1.3209839 FALSE
"rep_6" 5 1133 "dens_4" 1.3512875 FALSE
"rep_7" 5 1133 "dens_4" 1.3209839 FALSE
"rep_8" 5 1133 "dens_4" 1.0856513 FALSE
"rep_1" 5 1266 "dens_4" 0.84638364 FALSE
"rep_2" 5 1266 "dens_4" 1.0041979 FALSE
"rep_3" 5 1266 "dens_4" 1.1578347 FALSE
"rep_4" 5 1266 "dens_4" 1.1818974 FALSE
"rep_5" 5 1266 "dens_4" 1.1106048 FALSE
"rep_6" 5 1266 "dens_4" 1.189363 FALSE
"rep_7" 5 1266 "dens_4" 1.1304436 FALSE
"rep_8" 5 1266 "dens_4" 1.0627701 FALSE
"rep_1" 5 1400 "dens_4" 0.82619546 FALSE
"rep_2" 5 1400 "dens_4" 0.7151931 FALSE
"rep_3" 5 1400 "dens_4" 0.98227132 FALSE
"rep_4" 5 1400 "dens_4" 0.93261692 FALSE
"rep_5" 5 1400 "dens_4" 0.87628073 FALSE
"rep_6" 5 1400 "dens_4" 0.98899104 FALSE
"rep_7" 5 1400 "dens_4" 0.97056869 FALSE
"rep_8" 5 1400 "dens_4" 0.93916301 FALSE
"rep_1" 5 1600 "dens_4" 0.42022644 FALSE
"rep_2" 5 1600 "dens_4" 0.47079496 FALSE
"rep_3" 5 1600 "dens_4" 0.66628806 FALSE
"rep_4" 5 1600 "dens_4" 0.59795042 FALSE
"rep_5" 5 1600 "dens_4" 0.92609331 FALSE
"rep_6" 5 1600 "dens_4" 0.76688693 FALSE
"rep_7" 5 1600 "dens_4" 0.80316488 FALSE
"rep_8" 5 1600 "dens_4" 0.76539027 FALSE
"rep_1" 6 250 "dens_4" 1.6152068 FALSE
"rep_2" 6 250 "dens_4" 1.6794584 FALSE
"rep_3" 6 250 "dens_4" 1.672211 FALSE
"rep_4" 6 250 "dens_4" 1.7111868 FALSE
"rep_5" 6 250 "dens_4" 1.653019 FALSE
"rep_6" 6 250 "dens_4" 1.6770395 FALSE
"rep_7" 6 250 "dens_4" 1.5666935 FALSE
"rep_8" 6 250 "dens_4" 1.5507938 FALSE
"rep_1" 6 500 "dens_4" 1.4972692 FALSE
"rep_2" 6 500 "dens_4" 1.5804285 FALSE
"rep_3" 6 500 "dens_4" 1.5804285 FALSE
"rep_4" 6 500 "dens_4" 1.5758391 FALSE
"rep_5" 6 500 "dens_4" 1.5942635 FALSE
"rep_6" 6 500 "dens_4" 1.6128683 FALSE
"rep_7" 6 500 "dens_4" 1.5575917 FALSE
"rep_8" 6 500 "dens_4" 1.523843 FALSE
"rep_1" 6 750 "dens_4" 1.4928761 FALSE
"rep_2" 6 750 "dens_4" 1.4324164 FALSE
"rep_3" 6 750 "dens_4" 1.5575917 FALSE
"rep_4" 6 750 "dens_4" 1.5735486 FALSE
"rep_5" 6 750 "dens_4" 1.5082965 FALSE
"rep_6" 6 750 "dens_4" 1.5462754 FALSE
"rep_7" 6 750 "dens_4" 1.4994695 FALSE
"rep_8" 6 750 "dens_4" 1.4133846 FALSE
"rep_1" 6 1000 "dens_4" 1.2043829 FALSE
"rep_2" 6 1000 "dens_4" 1.3512875 FALSE
"rep_3" 6 1000 "dens_4" 1.3697045 FALSE
"rep_4" 6 1000 "dens_4" 1.3924592 FALSE
"rep_5" 6 1000 "dens_4" 1.409181 FALSE
"rep_6" 6 1000 "dens_4" 1.347219 FALSE
"rep_7" 6 1000 "dens_4" 1.3290177 FALSE
"rep_8" 6 1000 "dens_4" 1.3350654 FALSE
"rep_1" 6 1133 "dens_4" 1.238618 FALSE
