"replicate" "day" "dilution" "initial_density" "value" "extinction"
"rep_8" 5 500 "dens_6" 1.7161154 FALSE
"rep_1" 5 750 "dens_6" 1.5896406 FALSE
"rep_2" 5 750 "dens_6" 1.6058701 FALSE
"rep_3" 5 750 "dens_6" 1.6554074 FALSE
"rep_4" 5 750 "dens_6" 1.6601933 FALSE
"rep_5" 5 750 "dens_6" 1.6577988 FALSE
"rep_6" 5 750 "dens_6" 1.6222395 FALSE
"rep_7" 5 750 "dens_6" 1.5942635 FALSE
"rep_8" 5 750 "dens_6" 1.6105327 FALSE
"rep_1" 5 1000 "dens_6" 1.4841203 FALSE
"rep_2" 5 1000 "dens_6" 1.4559395 FALSE
"rep_3" 5 1000 "dens_6" 1.5530571 FALSE
"rep_4" 5 1000 "dens_6" 1.5644139 FALSE
"rep_5" 5 1000 "dens_6" 1.5896406 FALSE
"rep_6" 5 1000 "dens_6" 1.5575917 FALSE
"rep_7" 5 1000 "dens_6" 1.5327842 FALSE
"rep_8" 5 1000 "dens_6" 1.5038779 FALSE
"rep_1" 5 1133 "dens_6" 1.0963055 FALSE
"rep_2" 5 1133 "dens_6" 1.0927475 FALSE
"rep_3" 5 1133 "dens_6" 1.145003 FALSE
"rep_4" 5 1133 "dens_6" 1.29313 FALSE
"rep_5" 5 1133 "dens_6" 1.2501682 FALSE
"rep_6" 5 1133 "dens_6" 1.2832803 FALSE
"rep_7" 5 1133 "dens_6" 1.2793547 FALSE
"rep_8" 5 1133 "dens_6" 1.2157262 FALSE
"rep_1" 5 1266 "dens_6" 0.75048824 FALSE
"rep_2" 5 1266 "dens_6" 0.89060841 FALSE
"rep_3" 5 1266 "dens_6" 0.99235984 FALSE
"rep_4" 5 1266 "dens_6" 1.0523017 FALSE
"rep_5" 5 1266 "dens_6" 1.0332583 FALSE
"rep_6" 5 1266 "dens_6" 1.0732964 FALSE
"rep_7" 5 1266 "dens_6" 1.0540424 FALSE
"rep_8" 5 1266 "dens_6" 1.0212384 FALSE
"rep_1" 5 1400 "dens_6" 0.75792464 FALSE
"rep_2" 5 1400 "dens_6" 0.66345012 FALSE
"rep_3" 5 1400 "dens_6" 0.75345931 FALSE
"rep_4" 5 1400 "dens_6" 0.68483871 FALSE
"rep_5" 5 1400 "dens_6" 0.7475218 FALSE
"rep_6" 5 1400 "dens_6" 0.8636351 FALSE
"rep_7" 5 1400 "dens_6" 0.65496164 FALSE
"rep_8" 5 1400 "dens_6" 0.8542058 FALSE
"rep_1" 5 1600 "dens_6" 0.36368928 FALSE
"rep_2" 5 1600 "dens_6" 0.3576441 FALSE
"rep_3" 5 1600 "dens_6" 0.47464242 FALSE
"rep_4" 5 1600 "dens_6" 0.64932366 FALSE
"rep_5" 5 1600 "dens_6" 0.68340529 FALSE
"rep_6" 5 1600 "dens_6" 0.64791677 FALSE
"rep_7" 5 1600 "dens_6" 0.7093738 FALSE
"rep_8" 5 1600 "dens_6" 0.59521266 FALSE
"rep_1" 6 250 "dens_6" 1.5530571 FALSE
"rep_2" 6 250 "dens_6" 1.6843053 FALSE
"rep_3" 6 250 "dens_6" 1.6434951 FALSE
"rep_4" 6 250 "dens_6" 1.6577988 FALSE
"rep_5" 6 250 "dens_6" 1.6746237 FALSE
"rep_6" 6 250 "dens_6" 1.653019 FALSE
"rep_7" 6 250 "dens_6" 1.5327842 FALSE
"rep_8" 6 250 "dens_6" 1.5530571 FALSE
"rep_1" 6 500 "dens_6" 1.4972692 FALSE
"rep_2" 6 500 "dens_6" 1.5507938 FALSE
"rep_3" 6 500 "dens_6" 1.5804285 FALSE
"rep_4" 6 500 "dens_6" 1.585029 FALSE
"rep_5" 6 500 "dens_6" 1.6058701 FALSE
"rep_6" 6 500 "dens_6" 1.6601933 FALSE
"rep_7" 6 500 "dens_6" 1.5621371 FALSE
"rep_8" 6 500 "dens_6" 1.5327842 FALSE
"rep_1" 6 750 "dens_6" 1.473232 FALSE
"rep_2" 6 750 "dens_6" 1.473232 FALSE
"rep_3" 6 750 "dens_6" 1.5896406 FALSE
"rep_4" 6 750 "dens_6" 1.5417677 FALSE
"rep_5" 6 750 "dens_6" 1.5350261 FALSE
"rep_6" 6 750 "dens_6" 1.6175481 FALSE
"rep_7" 6 750 "dens_6" 1.5127254 FALSE
"rep_8" 6 750 "dens_6" 1.4516409 FALSE
"rep_1" 6 1000 "dens_6" 1.238618 FALSE
"rep_2" 6 1000 "dens_6" 1.3635456 FALSE
"rep_3" 6 1000 "dens_6" 1.4324164 FALSE
"rep_4" 6 1000 "dens_6" 1.4112816 FALSE
"rep_5" 6 1000 "dens_6" 1.4324164 FALSE
"rep_6" 6 1000 "dens_6" 1.3717619 FALSE
"rep_7" 6 1000 "dens_6" 1.4154898 FALSE
"rep_8" 6 1000 "dens_6" 1.3841532 FALSE
"rep_1" 6 1133 "dens_6" 1.1781755 FALSE
"rep_2" 6 1133 "dens_6" 1.2024989 FALSE
"rep_3" 6 1133 "dens_6" 1.3189807 FALSE
"rep_4" 6 1133 "dens_6" 1.2024989 FALSE
"rep_5" 6 1133 "dens_6" 1.2911559 FALSE
"rep_6" 6 1133 "dens_6" 1.295106 FALSE
"rep_7" 6 1133 "dens_6" 1.2637328 FALSE
"rep_8" 6 1133 "dens_6" 1.289184 FALSE
"rep_1" 6 1266 "dens_6" 0.85263879 FALSE
"rep_2" 6 1266 "dens_6" 0.96890275 FALSE
"rep_3" 6 1266 "dens_6" 0.97557528 FALSE
"rep_4" 6 1266 "dens_6" 1.2443843 FALSE
"rep_5" 6 1266 "dens_6" 1.1232055 FALSE
"rep_6" 6 1266 "dens_6" 1.2024989 FALSE
"rep_7" 6 1266 "dens_6" 1.1707537 FALSE
"rep_8" 6 1266 "dens_6" 1.1670536 FALSE
"rep_1" 6 1400 "dens_6" 0.75345931 FALSE
"rep_2" 6 1400 "dens_6" 0.81081076 FALSE
"rep_3" 6 1400 "dens_6" 0.9244659 FALSE
"rep_4" 6 1400 "dens_6" 0.82002663 FALSE
"rep_5" 6 1400 "dens_6" 0.9244659 FALSE
"rep_6" 6 1400 "dens_6" 0.94244453 FALSE
"rep_7" 6 1400 "dens_6" 0.90343546 FALSE
"rep_8" 6 1400 "dens_6" 1.0195274 FALSE
"rep_1" 6 1600 "dens_6" 0.33127144 FALSE
"rep_2" 6 1600 "dens_6" 0.52406341 FALSE
"rep_3" 6 1600 "dens_6" 0.54926448 FALSE
"rep_4" 6 1600 "dens_6" 0.80927912 FALSE
"rep_5" 6 1600 "dens_6" 0.80163939 FALSE
"rep_6" 6 1600 "dens_6" 0.84170575 FALSE
"rep_7" 6 1600 "dens_6" 0.85263879 FALSE
"rep_8" 6 1600 "dens_6" 0.75792464 FALSE
"rep_1" 7 250 "dens_6" 1.6891646 FALSE
"rep_2" 7 250 "dens_6" 1.7890562 FALSE
"rep_3" 7 250 "dens_6" 1.7967641 FALSE
"rep_4" 7 250 "dens_6" 1.7993404 FALSE
"rep_5" 7 250 "dens_6" 1.7813794 FALSE
"rep_6" 7 250 "dens_6" 1.8357799 FALSE
"rep_7" 7 250 "dens_6" 1.743454 FALSE
"rep_8" 7 250 "dens_6" 1.7534937 FALSE
"rep_1" 7 500 "dens_6" 1.5038779 FALSE
"rep_2" 7 500 "dens_6" 1.6292983 FALSE
"rep_3" 7 500 "dens_6" 1.6434951 FALSE
"rep_4" 7 500 "dens_6" 1.6577988 FALSE
"rep_5" 7 500 "dens_6" 1.6363835 FALSE
"rep_6" 7 500 "dens_6" 1.653019 FALSE
"rep_7" 7 500 "dens_6" 1.5988977 FALSE
"rep_8" 7 500 "dens_6" 1.5919507 FALSE
"rep_1" 7 750 "dens_6" 1.2990644 FALSE
"rep_2" 7 750 "dens_6" 1.4324164 FALSE
"rep_3" 7 750 "dens_6" 1.4624058 FALSE
"rep_4" 7 750 "dens_6" 1.5127254 FALSE
"rep_5" 7 750 "dens_6" 1.4112816 FALSE
"rep_6" 7 750 "dens_6" 1.4950714 FALSE
"rep_7" 7 750 "dens_6" 1.4928761 FALSE
"rep_8" 7 750 "dens_6" 1.4260513 FALSE
"rep_1" 7 1000 "dens_6" 1.1413527 FALSE
"rep_2" 7 1000 "dens_6" 1.2443843 FALSE
"rep_3" 7 1000 "dens_6" 1.303031 FALSE
"rep_4" 7 1000 "dens_6" 1.3553648 FALSE
"rep_5" 7 1000 "dens_6" 1.4028931 FALSE
"rep_6" 7 1000 "dens_6" 1.3533251 FALSE
"rep_7" 7 1000 "dens_6" 1.3594508 FALSE
"rep_8" 7 1000 "dens_6" 1.3229891 FALSE
"rep_1" 7 1133 "dens_6" 1.0610213 FALSE
"rep_2" 7 1133 "dens_6" 1.1949816 FALSE
"rep_3" 7 1133 "dens_6" 1.2656785 FALSE
"rep_4" 7 1133 "dens_6" 1.303031 FALSE
"rep_5" 7 1133 "dens_6" 1.2559697 FALSE
"rep_6" 7 1133 "dens_6" 1.2347835 FALSE
"rep_7" 7 1133 "dens_6" 1.2501682 FALSE
"rep_8" 7 1133 "dens_6" 1.2540339 FALSE
"rep_1" 7 1266 "dens_6" 0.82310854 FALSE
"rep_2" 7 1266 "dens_6" 0.86048679 FALSE
"rep_3" 7 1266 "dens_6" 0.94737746 FALSE
"rep_4" 7 1266 "dens_6" 1.2559697 FALSE
"rep_5" 7 1266 "dens_6" 1.017818 FALSE
"rep_6" 7 1266 "dens_6" 1.0963055 FALSE
"rep_7" 7 1266 "dens_6" 1.0540424 FALSE
"rep_8" 7 1266 "dens_6" 1.1413527 FALSE
"rep_1" 7 1400 "dens_6" 0.63809763 FALSE
"rep_2" 7 1400 "dens_6" 0.75345931 FALSE
"rep_3" 7 1400 "dens_6" 0.89701111 FALSE
"rep_4" 7 1400 "dens_6" 0.85263879 FALSE
"rep_5" 7 1400 "dens_6" 0.9131129 FALSE
"rep_6" 7 1400 "dens_6" 0.96557525 FALSE
"rep_7" 7 1400 "dens_6" 0.76838476 FALSE
"rep_8" 7 1400 "dens_6" 0.94244453 FALSE
"rep_1" 7 1600 "dens_6" 0.28772664 FALSE
"rep_2" 7 1600 "dens_6" 0.42022644 FALSE
"rep_3" 7 1600 "dens_6" 0.43399916 FALSE
"rep_4" 7 1600 "dens_6" 0.77438792 FALSE
"rep_5" 7 1600 "dens_6" 0.63949726 FALSE
"rep_6" 7 1600 "dens_6" 0.62554712 FALSE
"rep_7" 7 1600 "dens_6" 0.75197319 FALSE
"rep_8" 7 1600 "dens_6" 0.74455999 FALSE
"rep_1" 1 250 "dens_7" 0.19131682 FALSE
"rep_2" 1 250 "dens_7" 0.20129642 FALSE
"rep_3" 1 250 "dens_7" 0.2024085 FALSE
"rep_4" 1 250 "dens_7" 0.18138937 FALSE
"rep_5" 1 250 "dens_7" 0.21244668 FALSE
"rep_6" 1 250 "dens_7" 0.18138937 FALSE
"rep_7" 1 250 "dens_7" 0.18910623 FALSE
"rep_8" 1 250 "dens_7" 0.17041936 FALSE
"rep_1" 1 500 "dens_7" 0.17479976 FALSE
"rep_2" 1 500 "dens_7" 0.18910623 FALSE
"rep_3" 1 500 "dens_7" 0.20797872 FALSE
"rep_4" 1 500 "dens_7" 0.21021139 FALSE
"rep_5" 1 500 "dens_7" 0.21356532 FALSE
"rep_6" 1 500 "dens_7" 0.21356532 FALSE
"rep_7" 1 500 "dens_7" 0.17479976 FALSE
"rep_8" 1 500 "dens_7" 0.18469276 FALSE
"rep_1" 1 750 "dens_7" 0.18248986 FALSE
"rep_2" 1 750 "dens_7" 0.21692518 FALSE
"rep_3" 1 750 "dens_7" 0.22029099 FALSE
"rep_4" 1 750 "dens_7" 0.23834338 FALSE
"rep_5" 1 750 "dens_7" 0.23607743 FALSE
"rep_6" 1 750 "dens_7" 0.24288341 FALSE
"rep_7" 1 750 "dens_7" 0.20352124 FALSE
"rep_8" 1 750 "dens_7" 0.20797872 FALSE
"rep_1" 1 1000 "dens_7" 0.18579516 FALSE
"rep_2" 1 1000 "dens_7" 0.19574573 FALSE
"rep_3" 1 1000 "dens_7" 0.21580456 FALSE
"rep_4" 1 1000 "dens_7" 0.21356532 FALSE
"rep_5" 1 1000 "dens_7" 0.22591396 FALSE
"rep_6" 1 1000 "dens_7" 0.20463463 FALSE
"rep_7" 1 1000 "dens_7" 0.20018498 FALSE
"rep_8" 1 1000 "dens_7" 0.20574867 FALSE
"rep_1" 1 1133 "dens_7" 0.4797845 FALSE
"rep_2" 1 1133 "dens_7" 0.27728386 FALSE
"rep_3" 1 1133 "dens_7" 0.61031936 FALSE
"rep_4" 1 1133 "dens_7" 0.24857374 FALSE
"rep_5" 1 1133 "dens_7" 0.24629556 FALSE
"rep_6" 1 1133 "dens_7" 0.30643448 FALSE
"rep_7" 1 1133 "dens_7" 0.27497102 FALSE
"rep_8" 1 1133 "dens_7" 0.28191801 FALSE
"rep_1" 1 1266 "dens_7" 0.29122036 FALSE
"rep_2" 1 1266 "dens_7" 0.3040859 FALSE
"rep_3" 1 1266 "dens_7" 0.31940381 FALSE
"rep_4" 1 1266 "dens_7" 0.18689821 FALSE
"rep_5" 1 1266 "dens_7" 0.22591396 FALSE
"rep_6" 1 1266 "dens_7" 0.31114037 FALSE
"rep_7" 1 1266 "dens_7" 0.31349769 FALSE
"rep_8" 1 1266 "dens_7" 0.30174022 FALSE
"rep_1" 1 1400 "dens_7" 0.28423933 FALSE
"rep_2" 1 1400 "dens_7" 0.32532836 FALSE
"rep_3" 1 1400 "dens_7" 0.30643448 FALSE
"rep_4" 1 1400 "dens_7" 0.33723316 FALSE
"rep_5" 1 1400 "dens_7" 0.32770336 FALSE
"rep_6" 1 1400 "dens_7" 0.31940381 FALSE
"rep_7" 1 1400 "dens_7" 0.30525983 FALSE
"rep_8" 1 1400 "dens_7" 0.30174022 FALSE
"rep_1" 1 1600 "dens_7" 0.29939744 FALSE
"rep_2" 1 1600 "dens_7" 0.32532836 FALSE
"rep_3" 1 1600 "dens_7" 0.34201604 FALSE
"rep_4" 1 1600 "dens_7" 0.346811 FALSE
"rep_5" 1 1600 "dens_7" 0.34201604 FALSE
"rep_6" 1 1600 "dens_7" 0.35282176 FALSE
"rep_7" 1 1600 "dens_7" 0.33008133 FALSE
"rep_8" 1 1600 "dens_7" 0.33008133 FALSE
"rep_1" 2 250 "dens_7" 1.3089964 FALSE
"rep_2" 2 250 "dens_7" 1.3411325 FALSE
"rep_3" 2 250 "dens_7" 1.4028931 FALSE
"rep_4" 2 250 "dens_7" 1.3350654 FALSE
"rep_5" 2 250 "dens_7" 1.4197074 FALSE
"rep_6" 2 250 "dens_7" 1.3330474 FALSE
"rep_7" 2 250 "dens_7" 1.3574067 FALSE
"rep_8" 2 250 "dens_7" 1.2754371 FALSE
"rep_1" 2 500 "dens_7" 0.89540841 FALSE
"rep_2" 2 500 "dens_7" 0.97056869 FALSE
"rep_3" 2 500 "dens_7" 0.99742426 FALSE
"rep_4" 2 500 "dens_7" 0.99067469 FALSE
"rep_5" 2 500 "dens_7" 1.0008081 FALSE
"rep_6" 2 500 "dens_7" 1.0109957 FALSE
"rep_7" 2 500 "dens_7" 0.9131129 FALSE
"rep_8" 2 500 "dens_7" 0.91473061 FALSE
"rep_1" 2 750 "dens_7" 0.65637376 FALSE
"rep_2" 2 750 "dens_7" 0.78493932 FALSE
"rep_3" 2 750 "dens_7" 0.78191865 FALSE
"rep_4" 2 750 "dens_7" 0.83083527 FALSE
"rep_5" 2 750 "dens_7" 0.81081076 FALSE
"rep_6" 2 750 "dens_7" 0.7879648 FALSE
"rep_7" 2 750 "dens_7" 0.7624005 FALSE
"rep_8" 2 750 "dens_7" 0.64791677 FALSE
"rep_1" 2 1000 "dens_7" 0.31703916 FALSE
"rep_2" 2 1000 "dens_7" 0.42022644 FALSE
"rep_3" 2 1000 "dens_7" 0.39913579 FALSE
"rep_4" 2 1000 "dens_7" 0.4516737 FALSE
"rep_5" 2 1000 "dens_7" 0.36853932 FALSE
"rep_6" 2 1000 "dens_7" 0.42022644 FALSE
"rep_7" 2 1000 "dens_7" 0.29122036 FALSE
"rep_8" 2 1000 "dens_7" 0.3540262 FALSE
"rep_1" 2 1133 "dens_7" 0.45421211 FALSE
"rep_2" 2 1133 "dens_7" 0.55863399 FALSE
"rep_3" 2 1133 "dens_7" 0.7093738 FALSE
"rep_4" 2 1133 "dens_7" 0.46951421 FALSE
"rep_5" 2 1133 "dens_7" 0.60069212 FALSE
"rep_6" 2 1133 "dens_7" 0.62138198 FALSE
"rep_7" 2 1133 "dens_7" 0.57886848 FALSE
"rep_8" 2 1133 "dens_7" 0.58566148 FALSE
"rep_1" 2 1266 "dens_7" 0.39174758 FALSE
"rep_2" 2 1266 "dens_7" 0.48494055 FALSE
"rep_3" 2 1266 "dens_7" 0.61031936 FALSE
"rep_4" 2 1266 "dens_7" 0.37583766 FALSE
"rep_5" 2 1266 "dens_7" 0.50570578 FALSE
"rep_6" 2 1266 "dens_7" 0.55997627 FALSE
"rep_7" 2 1266 "dens_7" 0.56535491 FALSE
"rep_8" 2 1266 "dens_7" 0.59111342 FALSE
"rep_1" 2 1400 "dens_7" 0.3576441 FALSE
"rep_2" 2 1400 "dens_7" 0.52538148 FALSE
"rep_3" 2 1400 "dens_7" 0.44281588 FALSE
"rep_4" 2 1400 "dens_7" 0.52011467 FALSE
"rep_5" 2 1400 "dens_7" 0.40407728 FALSE
"rep_6" 2 1400 "dens_7" 0.38071885 FALSE
"rep_7" 2 1400 "dens_7" 0.40655285 FALSE
"rep_8" 2 1400 "dens_7" 0.38316415 FALSE
"rep_1" 2 1600 "dens_7" 0.26230047 FALSE
"rep_2" 2 1600 "dens_7" 0.51486242 FALSE
"rep_3" 2 1600 "dens_7" 0.51224173 FALSE
"rep_4" 2 1600 "dens_7" 0.37461932 FALSE
"rep_5" 2 1600 "dens_7" 0.3576441 FALSE
"rep_6" 2 1600 "dens_7" 0.46184776 FALSE
"rep_7" 2 1600 "dens_7" 0.38438798 FALSE
"rep_8" 2 1600 "dens_7" 0.46567712 FALSE
"rep_1" 3 250 "dens_7" 1.745959 FALSE
"rep_2" 3 250 "dens_7" 1.7890562 FALSE
"rep_3" 3 250 "dens_7" 1.870254 FALSE
"rep_4" 3 250 "dens_7" 1.7409524 FALSE
"rep_5" 3 250 "dens_7" 1.7111868 FALSE
"rep_6" 3 250 "dens_7" 1.8279124 FALSE
"rep_7" 3 250 "dens_7" 1.6940364 FALSE
"rep_8" 3 250 "dens_7" 1.7788274 FALSE
"rep_1" 3 500 "dens_7" 1.3903793 FALSE
"rep_2" 3 500 "dens_7" 1.5327842 FALSE
"rep_3" 3 500 "dens_7" 1.5417677 FALSE
"rep_4" 3 500 "dens_7" 1.5575917 FALSE
"rep_5" 3 500 "dens_7" 1.5827273 FALSE
"rep_6" 3 500 "dens_7" 1.5988977 FALSE
"rep_7" 3 500 "dens_7" 1.5082965 FALSE
"rep_8" 3 500 "dens_7" 1.5193881 FALSE
"rep_1" 3 750 "dens_7" 1.1559963 FALSE
"rep_2" 3 750 "dens_7" 1.2006168 FALSE
"rep_3" 3 750 "dens_7" 1.2271376 FALSE
"rep_4" 3 750 "dens_7" 1.3010466 FALSE
"rep_5" 3 750 "dens_7" 1.3290177 FALSE
"rep_6" 3 750 "dens_7" 1.3290177 FALSE
"rep_7" 3 750 "dens_7" 1.3512875 FALSE
"rep_8" 3 750 "dens_7" 1.2637328 FALSE
"rep_1" 3 1000 "dens_7" 0.53728545 FALSE
"rep_2" 3 1000 "dens_7" 0.79859207 FALSE
"rep_3" 3 1000 "dens_7" 0.70357227 FALSE
"rep_4" 3 1000 "dens_7" 0.81387775 FALSE
"rep_5" 3 1000 "dens_7" 0.71665072 FALSE
"rep_6" 3 1000 "dens_7" 0.87311143 FALSE
"rep_7" 3 1000 "dens_7" 0.69058324 FALSE
"rep_8" 3 1000 "dens_7" 0.82774081 FALSE
"rep_1" 3 1133 "dens_7" 0.56804994 FALSE
"rep_2" 3 1133 "dens_7" 0.84482306 FALSE
"rep_3" 3 1133 "dens_7" 1.0195274 FALSE
"rep_4" 3 1133 "dens_7" 0.72981981 FALSE
"rep_5" 3 1133 "dens_7" 0.7624005 FALSE
"rep_6" 3 1133 "dens_7" 0.90504495 FALSE
"rep_7" 3 1133 "dens_7" 0.8542058 FALSE
"rep_8" 3 1133 "dens_7" 0.88104463 FALSE
"rep_1" 3 1266 "dens_7" 0.68054169 FALSE
"rep_2" 3 1266 "dens_7" 0.75792464 FALSE
"rep_3" 3 1266 "dens_7" 0.90022057 FALSE
"rep_4" 3 1266 "dens_7" 0.75494659 FALSE
"rep_5" 3 1266 "dens_7" 0.83703936 FALSE
"rep_6" 3 1266 "dens_7" 0.94737746 FALSE
"rep_7" 3 1266 "dens_7" 0.94408742 FALSE
"rep_8" 3 1266 "dens_7" 0.96225357 FALSE
"rep_1" 3 1400 "dens_7" 0.60894105 FALSE
"rep_2" 3 1400 "dens_7" 0.75345931 FALSE
"rep_3" 3 1400 "dens_7" 0.77739663 FALSE
"rep_4" 3 1400 "dens_7" 0.77890278 FALSE
"rep_5" 3 1400 "dens_7" 0.76688693 FALSE
"rep_6" 3 1400 "dens_7" 0.70357227 FALSE
"rep_7" 3 1400 "dens_7" 0.75941543 FALSE
"rep_8" 3 1400 "dens_7" 0.76090738 FALSE
"rep_1" 3 1600 "dens_7" 0.19685457 FALSE
"rep_2" 3 1600 "dens_7" 0.48623174 FALSE
"rep_3" 3 1600 "dens_7" 0.60481211 FALSE
"rep_4" 3 1600 "dens_7" 0.4580261 FALSE
"rep_5" 3 1600 "dens_7" 0.44660703 FALSE
"rep_6" 3 1600 "dens_7" 0.69346202 FALSE
"rep_7" 3 1600 "dens_7" 0.55997627 FALSE
"rep_8" 3 1600 "dens_7" 0.61169867 FALSE
"rep_1" 4 250 "dens_7" 1.7038177 FALSE
"rep_2" 4 250 "dens_7" 1.7585335 FALSE
"rep_3" 4 250 "dens_7" 1.8045035 FALSE
"rep_4" 4 250 "dens_7" 1.8595798 FALSE
"rep_5" 4 250 "dens_7" 1.8122744 FALSE
"rep_6" 4 250 "dens_7" 1.8436801 FALSE
"rep_7" 4 250 "dens_7" 1.8045035 FALSE
"rep_8" 4 250 "dens_7" 1.7890562 FALSE
"rep_1" 4 500 "dens_7" 1.601219 FALSE
"rep_2" 4 500 "dens_7" 1.5942635 FALSE
"rep_3" 4 500 "dens_7" 1.5988977 FALSE
"rep_4" 4 500 "dens_7" 1.696477 FALSE
"rep_5" 4 500 "dens_7" 1.6746237 FALSE
"rep_6" 4 500 "dens_7" 1.6818803 FALSE
"rep_7" 4 500 "dens_7" 1.6601933 FALSE
"rep_8" 4 500 "dens_7" 1.6175481 FALSE
"rep_1" 4 750 "dens_7" 1.4797575 FALSE
"rep_2" 4 750 "dens_7" 1.5350261 FALSE
"rep_3" 4 750 "dens_7" 1.5758391 FALSE
"rep_4" 4 750 "dens_7" 1.6058701 FALSE
"rep_5" 4 750 "dens_7" 1.5896406 FALSE
"rep_6" 4 750 "dens_7" 1.5758391 FALSE
"rep_7" 4 750 "dens_7" 1.5082965 FALSE
"rep_8" 4 750 "dens_7" 1.5283083 FALSE
"rep_1" 4 1000 "dens_7" 0.87311143 FALSE
"rep_2" 4 1000 "dens_7" 1.1413527 FALSE
"rep_3" 4 1000 "dens_7" 1.0697811 FALSE
"rep_4" 4 1000 "dens_7" 1.2081564 FALSE
"rep_5" 4 1000 "dens_7" 1.0662724 FALSE
"rep_6" 4 1000 "dens_7" 1.2443843 FALSE
"rep_7" 4 1000 "dens_7" 1.0280976 FALSE
"rep_8" 4 1000 "dens_7" 1.1304436 FALSE
"rep_1" 4 1133 "dens_7" 0.83703936 FALSE
"rep_2" 4 1133 "dens_7" 0.92772212 FALSE
"rep_3" 4 1133 "dens_7" 1.2043829 FALSE
"rep_4" 4 1133 "dens_7" 0.80163939 FALSE
"rep_5" 4 1133 "dens_7" 0.89701111 FALSE
"rep_6" 4 1133 "dens_7" 0.98899104 FALSE
"rep_7" 4 1133 "dens_7" 0.92772212 FALSE
"rep_8" 4 1133 "dens_7" 1.0161101 FALSE
"rep_1" 4 1266 "dens_7" 0.44913868 FALSE
"rep_2" 4 1266 "dens_7" 0.76988377 FALSE
"rep_3" 4 1266 "dens_7" 0.82619546 FALSE
"rep_4" 4 1266 "dens_7" 0.79707024 FALSE
"rep_5" 4 1266 "dens_7" 0.78645145 FALSE
"rep_6" 4 1266 "dens_7" 0.7195693 FALSE
"rep_7" 4 1266 "dens_7" 0.9131129 FALSE
"rep_8" 4 1266 "dens_7" 1.0349816 FALSE
"rep_1" 4 1400 "dens_7" 0.61307898 FALSE
"rep_2" 4 1400 "dens_7" 0.76988377 FALSE
"rep_3" 4 1400 "dens_7" 0.78342838 FALSE
"rep_4" 4 1400 "dens_7" 0.8169497 FALSE
"rep_5" 4 1400 "dens_7" 0.69490306 FALSE
"rep_6" 4 1400 "dens_7" 0.73865019 FALSE
"rep_7" 4 1400 "dens_7" 0.72249238 FALSE
"rep_8" 4 1400 "dens_7" 0.78191865 FALSE
"rep_1" 4 1600 "dens_7" 0.19796406 FALSE
"rep_2" 4 1600 "dens_7" 0.26689817 FALSE
"rep_3" 4 1600 "dens_7" 0.50179497 FALSE
"rep_4" 4 1600 "dens_7" 0.42272316 FALSE
"rep_5" 4 1600 "dens_7" 0.44029264 FALSE
"rep_6" 4 1600 "dens_7" 0.62972142 FALSE
"rep_7" 4 1600 "dens_7" 0.59521266 FALSE
"rep_8" 4 1600 "dens_7" 0.60069212 FALSE
"rep_1" 5 250 "dens_7" 1.8410431 FALSE
"rep_2" 5 250 "dens_7" 1.9411374 FALSE
"rep_3" 5 250 "dens_7" 1.9522811 FALSE
"rep_4" 5 250 "dens_7" 1.9245434 FALSE
"rep_5" 5 250 "dens_7" 1.9080931 FALSE
"rep_6" 5 250 "dens_7" 1.9355899 FALSE
"rep_7" 5 250 "dens_7" 1.8729319 FALSE
"rep_8" 5 250 "dens_7" 1.8410431 FALSE
"rep_1" 5 500 "dens_7" 1.7484672 FALSE
"rep_2" 5 500 "dens_7" 1.7967641 FALSE
"rep_3" 5 500 "dens_7" 1.8436801 FALSE
"rep_4" 5 500 "dens_7" 1.8622427 FALSE
"rep_5" 5 500 "dens_7" 1.8384096 FALSE
"rep_6" 5 500 "dens_7" 1.8357799 FALSE
"rep_7" 5 500 "dens_7" 1.7762788 FALSE
"rep_8" 5 500 "dens_7" 1.7284933 FALSE
"rep_1" 5 750 "dens_7" 1.5804285 FALSE
"rep_2" 5 750 "dens_7" 1.6458716 FALSE
"rep_3" 5 750 "dens_7" 1.691599 FALSE
"rep_4" 5 750 "dens_7" 1.6458716 FALSE
"rep_5" 5 750 "dens_7" 1.6794584 FALSE
"rep_6" 5 750 "dens_7" 1.6891646 FALSE
"rep_7" 5 750 "dens_7" 1.6292983 FALSE
"rep_8" 5 750 "dens_7" 1.585029 FALSE
"rep_1" 5 1000 "dens_7" 1.1559963 FALSE
"rep_2" 5 1000 "dens_7" 1.4028931 FALSE
"rep_3" 5 1000 "dens_7" 1.4645661 FALSE
"rep_4" 5 1000 "dens_7" 1.5666935 FALSE
"rep_5" 5 1000 "dens_7" 1.5216143 FALSE
"rep_6" 5 1000 "dens_7" 1.5804285 FALSE
"rep_7" 5 1000 "dens_7" 1.4008017 FALSE
"rep_8" 5 1000 "dens_7" 1.4516409 FALSE
"rep_1" 5 1133 "dens_7" 0.98227132 FALSE
"rep_2" 5 1133 "dens_7" 1.0610213 FALSE
"rep_3" 5 1133 "dens_7" 1.2521001 FALSE
"rep_4" 5 1133 "dens_7" 1.0436219 FALSE
"rep_5" 5 1133 "dens_7" 1.0980871 FALSE
"rep_6" 5 1133 "dens_7" 1.2081564 FALSE
"rep_7" 5 1133 "dens_7" 1.0505626 FALSE
